City,latitude,Longitude,Maxtemp,Humidity,Cloudiness,Windspeed,Country,Date
Matara,5.95,80.54,299.05,86,100,4.09,LK,1594909506
Yatou,37.15,122.38,293.25,93,0,3.1,CN,1594909506
Samarai,-10.62,150.67,298.43,86,98,6.4,PG,1594909506
Sept-Îles,50.2,-66.38,292.59,68,75,4.6,CA,1594909506
Kitimat,54.05,-128.65,286.48,95,100,1.73,CA,1594909506
Kiryat Gat,31.61,34.76,304.26,29,0,6.22,IL,1594909506
Mehamn,71.04,27.85,289.15,63,20,4.1,NO,1594909507
Mumford,5.26,-0.76,298.13,79,100,6.05,GH,1594909507
Peterhead,57.51,-1.8,296.48,60,99,4.6,GB,1594909507
Hualmay,-11.1,-77.61,290.68,72,37,3.07,PE,1594909507
Annau,37.89,58.52,306.15,36,75,2.1,TM,1594909507
Jiuquan,39.74,98.52,296.62,29,51,0.4,CN,1594909507
Bozeman,45.68,-111.04,291.48,58,1,2.1,US,1594909464
Gimli,50.63,-96.99,293.71,99,13,1.79,CA,1594909507
Bodden Town,19.28,-81.25,304.15,70,20,6.7,KY,1594909507
Mujiayingzi,42.12,118.78,297.07,56,97,3.84,CN,1594909508
Qui Nhon,13.77,109.23,301.06,84,52,5.73,VN,1594909508
Luanda,-8.84,13.23,298.15,69,1,4.6,AO,1594909508
Norman Wells,65.28,-126.83,288.15,93,75,3.1,CA,1594909508
Grindavik,63.84,-22.43,284.15,93,75,5.7,IS,1594909508
Boqueirão,-7.5,-36.13,295.15,88,75,4.1,BR,1594909508
Paka,4.64,103.44,300.15,94,2,0.5,MY,1594909508
Nouadhibou,20.93,-17.03,297.15,73,20,5.1,MR,1594909508
Oranjemund,-28.55,16.43,295.8,20,0,6.47,NA,1594909508
Tulun,54.56,100.58,286.58,62,98,2.12,RU,1594909508
Derzhavīnsk,51.1,66.32,301.58,33,0,6.0,KZ,1594909508
Port Hardy,50.7,-127.42,289.15,93,75,1.5,CA,1594909508
Kurdzhinovo,43.99,40.96,295.74,76,50,0.42,RU,1594909509
Owando,-0.48,15.9,303.64,53,100,0.82,CG,1594909509
Cordeiro,-22.03,-42.36,290.4,83,97,1.02,BR,1594909509
Gboko,7.32,9.0,301.27,67,40,3.63,NG,1594909509
Letpadan,17.78,95.75,299.47,87,100,3.46,MM,1594909509
Bestöbe,52.5,73.1,300.79,32,0,4.81,KZ,1594909509
Kisangani,0.52,25.2,303.2,53,100,1.08,CD,1594909509
Poltava,49.59,34.54,296.33,53,99,1.1,UA,1594909509
Manzanillo,20.34,-77.12,302.21,69,59,4.78,CU,1594909510
Hay River,60.82,-115.8,287.15,87,40,3.6,CA,1594909510
Broome,42.25,-75.83,295.37,82,90,4.6,US,1594909510
Durazno,-33.41,-56.5,281.15,61,75,2.6,UY,1594909510
Tasiilaq,65.61,-37.64,283.15,61,20,3.6,GL,1594909510
Teruel,40.67,-0.67,302.15,26,0,4.6,ES,1594909510
Russell,32.35,-85.2,298.15,94,90,1.42,US,1594909510
Hambantota,6.12,81.12,300.15,78,90,5.7,LK,1594909510
Kavieng,-2.57,150.8,300.49,76,4,0.75,PG,1594909511
Port Blair,11.67,92.75,300.28,80,100,2.05,IN,1594909511
Tual,-5.67,132.75,299.23,85,74,9.71,ID,1594909511
Oktyabr'skiy,54.48,53.47,295.46,87,100,2.47,RU,1594909511
Marawi,8.0,124.29,298.71,85,100,2.68,PH,1594909511
Hobyo,5.35,48.53,301.08,65,97,13.95,SO,1594909511
Mayahi,13.96,7.67,306.88,38,11,1.36,NE,1594909511
Miajadas,39.15,-5.91,310.37,25,0,2.68,ES,1594909511
Nishihara,26.18,127.76,301.15,83,75,3.6,JP,1594909512
Plateros,23.22,-102.85,289.15,77,40,3.68,MX,1594909512
Palmer,42.16,-72.33,296.15,49,75,1.5,US,1594909512
Hammerfest,70.66,23.68,289.15,67,100,3.1,NO,1594909512
Den Helder,52.96,4.76,292.59,82,75,5.1,NL,1594909512
Kyzyl-Mazhalyk,51.13,90.6,290.73,56,100,0.67,RU,1594909512
General Roca,-39.03,-67.58,279.15,81,13,1.0,AR,1594909512
Reconquista,-29.15,-59.65,287.56,68,18,2.42,AR,1594909512
Tomatlán,19.93,-105.25,298.29,92,100,1.37,MX,1594909513
Cedar City,37.68,-113.06,294.15,26,1,1.5,US,1594909513
Lompoc,34.64,-120.46,287.15,87,90,1.48,US,1594909513
Palmas,-10.21,-48.36,303.15,40,18,4.6,BR,1594909513
Prado,-17.34,-39.22,295.84,82,93,6.13,BR,1594909513
Limbang,4.75,115.0,298.15,88,75,1.0,MY,1594909513
Rock Springs,41.59,-109.2,289.15,29,1,1.5,US,1594909514
Rawson,-43.3,-65.1,280.13,82,100,6.06,AR,1594909514
Kabinda,-6.13,24.48,305.83,20,4,4.19,CD,1594909514
Shingū,33.73,135.98,294.46,84,100,0.88,JP,1594909514
Mankono,8.06,-6.19,300.66,63,100,3.19,CI,1594909514
Ust'-Karsk,52.7,118.81,295.65,64,70,1.03,RU,1594909514
Yulara,-25.24,130.99,283.15,39,0,3.1,AU,1594909514
Kiunga,-6.12,141.29,296.21,97,100,1.26,PG,1594909514
Rodrigues Alves,-7.74,-72.65,299.59,72,0,1.21,BR,1594909514
Whittlesea,-32.18,26.82,291.81,21,0,2.25,ZA,1594909514
Kieta,-6.22,155.63,299.6,79,93,2.62,PG,1594909514
Tautira,-17.73,-149.15,296.15,78,47,2.6,PF,1594909515
Sánchez,19.23,-69.61,302.15,79,20,2.53,DO,1594909515
Ixtapa,20.7,-105.2,300.15,88,40,2.1,MX,1594909515
Dubuque,42.48,-90.87,294.15,77,20,3.1,US,1594909515
Christchurch,-43.53,172.63,277.59,93,94,1.5,NZ,1594909515
Souillac,-20.52,57.52,295.15,73,40,3.1,MU,1594909515
Mount Isa,-20.73,139.5,283.15,39,0,6.62,AU,1594909515
Nichinan,31.6,131.37,294.15,83,90,1.5,JP,1594909516
New Richmond,45.12,-92.54,294.26,64,1,3.1,US,1594909516
Luwuk,-0.95,122.79,297.72,79,20,1.6,ID,1594909516
Pudukkottai,10.38,78.82,303.15,70,75,1.5,IN,1594909516
Jiaozuo,35.24,113.23,298.65,60,4,1.66,CN,1594909516
Béjar,40.39,-5.76,308.15,26,0,0.45,ES,1594909516
Zhuanghe,39.7,122.99,294.17,91,0,1.54,CN,1594909517
Adamovka,51.52,59.94,304.21,32,0,4.31,RU,1594909517
Paraná,-31.73,-60.52,288.71,47,100,2.29,AR,1594909452
Naryan-Mar,67.67,53.09,288.29,58,93,4.32,RU,1594909517
Qaqortoq,60.72,-46.03,286.15,58,75,2.6,GL,1594909517
Honiara,-9.43,159.95,296.15,100,20,1.0,SB,1594909517
Gamba,-2.65,10.0,296.48,83,95,3.7,GA,1594909518
Waingapu,-9.66,120.26,295.62,82,29,3.67,ID,1594909518
Nzérékoré,7.76,-8.82,297.06,74,98,2.05,GN,1594909518
Apolda,51.02,11.5,290.93,67,98,5.49,DE,1594909518
Boyolangu,-8.12,111.89,296.49,90,42,1.29,ID,1594909518
Barra Patuca,15.8,-84.28,301.32,81,99,1.67,HN,1594909518
Muş Province,39.0,41.75,306.15,24,20,2.1,TR,1594909518
Sapu,36.17,107.71,296.47,58,95,2.92,CN,1594909519
San Ramon,37.78,-121.98,289.15,87,90,2.1,US,1594909519
Bakel,14.9,-12.46,305.37,51,100,0.7,SN,1594909519
Leshukonskoye,64.9,45.76,287.36,60,89,3.04,RU,1594909519
Kalulushi,-12.84,28.09,293.78,37,0,4.75,ZM,1594909519
Ugoofaaru,5.67,73.0,301.97,78,100,5.15,MV,1594909519
Plettenberg Bay,-34.05,23.37,289.97,37,1,2.48,ZA,1594909519
Pucallpa,-8.38,-74.55,299.15,78,20,1.0,PE,1594909519
Monforte de Lemos,42.52,-7.51,301.48,45,54,0.89,ES,1594909519
Kibaya,-5.3,36.57,292.85,48,74,4.19,TZ,1594909520
São Miguel do Araguaia,-13.28,-50.16,302.92,33,0,4.92,BR,1594909520
George Town,5.41,100.34,299.15,94,40,1.5,MY,1594909520
Diapaga,12.07,1.79,304.0,56,54,4.13,BF,1594909520
Kuzhithurai,8.32,77.18,300.15,88,75,2.6,IN,1594909520
Ojinaga,29.57,-104.42,302.15,32,1,4.1,MX,1594909520
Moranbah,-22.0,148.05,284.2,46,0,3.0,AU,1594909520
Tilichiki,60.47,166.1,282.66,100,100,0.71,RU,1594909520
Beloha,-25.17,45.05,291.82,59,33,5.93,MG,1594909521
Chapais,49.78,-74.85,289.15,93,90,5.1,CA,1594909521
Kamalasai,16.34,103.58,300.15,94,20,2.1,TH,1594909521
Siguiri,11.67,-9.5,298.44,85,100,1.32,GN,1594909521
Talnakh,69.49,88.4,284.15,76,40,6.0,RU,1594909521
Santa Isabel,-23.32,-46.22,290.15,82,90,5.7,BR,1594909521
Arrondissement de Thiers,45.83,3.5,292.15,77,90,2.6,FR,1594909521
Barcelona,41.39,2.16,299.15,65,20,4.6,ES,1594908984
Tyukhtet,56.54,89.3,292.57,91,8,5.07,RU,1594909521
Mahanoro,-19.9,48.8,292.51,88,100,7.12,MG,1594909521
Amstetten,48.12,14.87,287.59,75,100,1.34,AT,1594909521
Margate,51.38,1.39,292.04,71,86,1.79,GB,1594909007
Mkushi,-13.62,29.39,290.85,45,4,5.79,ZM,1594909521
Hamada,34.88,132.08,295.93,34,100,1.43,JP,1594909521
Dordrecht,51.81,4.67,292.04,79,98,2.68,NL,1594909522
Batemans Bay,-35.72,150.18,277.59,75,57,1.34,AU,1594909522
Kokrajhar,26.4,90.27,301.1,87,100,1.41,IN,1594909522
Obo,5.4,26.49,299.01,87,51,1.08,CF,1594909522
Odienné,9.51,-7.57,297.86,79,100,1.41,CI,1594909522
Erzin,36.96,36.2,301.48,79,0,4.47,TR,1594909522
Poddor'ye,57.47,31.12,290.09,71,100,2.31,RU,1594909522
Terra Santa,-2.1,-56.49,304.3,53,0,2.1,BR,1594909522
Sémbé,1.65,14.58,300.81,68,100,1.64,CG,1594909522
San Luis,-33.3,-66.34,286.03,43,0,2.97,AR,1594909522
Nakapiripirit,1.92,34.78,295.55,70,98,0.92,UG,1594909522
Collie,-33.37,116.15,286.48,87,93,1.46,AU,1594909522
Honda,5.21,-74.74,300.84,62,0,2.53,CO,1594909523
Teya,60.38,92.63,289.26,90,64,3.14,RU,1594909523
Macapá,0.04,-51.07,305.15,66,40,5.1,BR,1594909523
Umluj,25.02,37.27,304.36,66,0,3.9,SA,1594909523
Waitati,-45.75,170.57,279.26,69,99,7.6,NZ,1594909523
Pemba,-12.97,40.52,298.71,57,75,10.8,MZ,1594909523
Tateyama,34.98,139.87,294.82,83,100,0.45,JP,1594909523
Makakilo City,21.35,-158.09,298.15,83,1,1.5,US,1594909523
Rantoul,40.31,-88.16,294.26,94,90,5.1,US,1594909473
Vardø,70.37,31.11,292.15,55,75,56.6,NO,1594909523
Khani,41.96,42.96,302.15,70,40,5.7,GE,1594909523
Portland,45.52,-122.68,290.37,77,75,1.5,US,1594909503
