City,latitude,Longitude,Maxtemp,Humidity,Cloudiness,Windspeed,Country,Date
Harlingen,26.19,-97.7,31.67,74,20,4.1,US,1594999723
Tegul'det,57.31,88.17,12.07,77,0,2.33,RU,1594999958
Gaoual,11.75,-13.2,23.86,93,99,1.92,GN,1594999958
Okha,53.57,142.95,13.21,97,99,2.43,RU,1594999958
Lalibela,12.03,39.03,18.27,61,100,2.54,ET,1594999958
Lakes Entrance,-37.88,147.98,4.44,97,8,3.45,AU,1594999958
Majene,-3.54,118.97,26.05,85,95,4.17,ID,1594999958
Chorozinho,-4.3,-38.5,31.0,48,20,6.2,BR,1594999958
Minas,-34.38,-55.24,15.34,77,7,8.37,UY,1594999826
Ascension,30.22,-90.9,28.0,78,3,1.5,US,1594999959
Los Llanos de Aridane,28.66,-17.92,26.0,65,20,4.1,ES,1594999959
Yuzhno-Sukhokumsk,44.66,45.64,30.29,36,100,5.74,RU,1594999959
Moïssala,8.34,17.77,28.53,75,41,0.4,TD,1594999959
San Luis,-33.3,-66.34,16.58,35,3,7.74,AR,1594999735
Bay Roberts,47.6,-53.26,12.22,93,90,7.7,CA,1594999959
Basoko,1.24,23.62,23.74,89,100,1.1,CD,1594999959
Huinan,42.62,126.26,20.07,74,7,1.89,CN,1594999960
Quang Ngai,15.12,108.8,26.17,85,71,2.56,VN,1594999960
Miandrivazo,-19.52,45.47,24.0,30,22,2.83,MG,1594999960
Baisha,26.52,110.93,25.61,79,100,2.11,CN,1594999960
Broome,42.25,-75.83,25.56,83,90,3.1,US,1594999960
Banda Aceh,5.56,95.32,26.59,81,98,4.43,ID,1594999862
Arrondissement de Rodez,44.5,2.58,22.78,60,90,3.6,FR,1594999960
Yaransk,57.3,47.89,17.96,81,36,3.21,RU,1594999960
Deputatsky,69.3,139.9,1.22,93,11,1.92,RU,1594999960
Pisco,-13.7,-76.22,17.22,77,75,2.6,PE,1594999701
Podor,16.65,-14.96,37.0,42,40,1.01,MR,1594999961
Papayal,-4.08,-80.74,27.68,44,2,2.72,PE,1594999961
Hrubieszów,50.8,23.89,20.65,82,98,2.52,PL,1594999961
Caxito,-8.58,13.66,24.0,73,0,5.1,AO,1594999961
Bagdarin,54.43,113.6,10.44,75,56,2.24,RU,1594999961
Liverpool,53.41,-2.98,22.78,64,40,5.7,GB,1594999664
Portland,45.52,-122.68,19.44,77,75,3.6,US,1594999921
Maindargi,17.47,76.3,24.73,85,45,5.16,IN,1594999961
Old Saybrook,41.29,-72.38,22.0,88,90,3.1,US,1594999916
Labuan,5.28,115.24,27.78,94,40,3.41,MY,1594999820
Mt. Pleasant,32.79,-79.86,32.78,66,40,2.6,US,1594999962
Hasaki,35.73,140.83,19.0,100,75,2.6,JP,1594999703
Greater Sudbury,46.49,-80.99,24.44,64,40,5.7,CA,1594999962
Taldan,53.67,124.8,18.03,97,99,0.86,RU,1594999962
Erzurum Province,40.0,41.5,26.0,39,75,5.1,TR,1594999962
São João da Barra,-21.64,-41.05,26.0,54,20,3.1,BR,1594999962
Wum,6.38,10.07,20.35,94,99,1.2,CM,1594999962
Micheweni,-4.97,39.83,24.55,60,36,8.49,TZ,1594999962
Alice Springs,-23.7,133.88,6.0,38,0,2.19,AU,1594999771
Alghero,40.56,8.32,24.0,64,40,5.7,IT,1594999962
Akureyri,65.68,-18.09,8.0,81,75,17.5,IS,1594999963
Whitehorse,60.72,-135.05,12.0,71,75,4.6,CA,1594999765
Kloulklubed,7.04,134.26,25.0,94,75,1.5,PW,1594999963
San Patricio,19.22,-104.7,26.0,88,90,2.6,MX,1594999963
Pestovo,58.59,35.8,16.03,79,93,3.61,RU,1594999963
Palmer,42.16,-72.33,20.56,93,90,3.1,US,1594999959
Hofn,64.25,-15.21,13.0,54,75,12.3,IS,1594999963
Longhua,23.61,114.19,26.49,82,62,1.22,CN,1594999963
Khovd,48.01,91.64,19.27,41,0,0.82,MN,1594999963
Abu Dhabi,24.47,54.37,40.0,60,20,4.1,AE,1594999720
Mugumu,-1.85,34.7,21.66,36,98,2.22,TZ,1594999964
Byron Bay,-28.65,153.62,14.0,76,80,4.1,AU,1594999964
Pringsewu,-5.36,104.97,23.11,94,10,1.1,ID,1594999964
Puerto Maldonado,-12.6,-69.18,29.0,74,20,1.0,PE,1594999964
Ust-Kuyga,70.02,135.6,10.06,59,97,2.28,RU,1594999964
Makakilo City,21.35,-158.09,25.0,88,20,2.06,US,1594999964
Turinsk,58.05,63.7,24.09,72,0,3.02,RU,1594999857
Semporna,4.48,118.61,25.0,94,20,1.5,MY,1594999964
Kohlu,29.9,69.25,30.14,40,24,2.15,PK,1594999964
Mae Ramat,16.98,98.52,24.05,93,100,0.42,TH,1594999965
Regente Feijó,-22.22,-51.3,26.0,41,0,3.1,BR,1594999917
Bouillante,16.13,-61.77,30.0,58,75,4.6,GP,1594999965
Mehamn,71.04,27.85,12.0,87,100,2.1,NO,1594999712
Lae,-6.72,146.98,24.75,81,98,1.24,PG,1594999965
Mount Gambier,-37.83,140.77,8.0,81,94,6.7,AU,1594999965
Repino,60.17,29.87,23.33,35,0,7.0,RU,1594999965
Yumen,40.28,97.2,19.78,47,40,6.37,CN,1594999965
Nianzishan,47.52,122.88,21.31,83,83,1.74,CN,1594999965
Takoradze,4.88,-1.76,25.21,80,84,5.67,GH,1594999965
Barela,23.1,80.05,28.3,74,40,2.97,IN,1594999966
Mayo,38.89,-76.51,30.56,74,1,2.1,US,1594999966
Baloda Bāzār,21.67,82.17,31.44,59,50,4.78,IN,1594999966
Vila Franca do Campo,37.72,-25.43,22.0,68,75,5.7,PT,1594999966
Jumla,29.27,82.18,18.52,73,100,0.6,NP,1594999966
Nakonde,-9.34,32.74,12.03,59,14,4.36,ZM,1594999966
Bereket,39.24,55.52,34.06,30,0,5.65,TM,1594999966
Sacama,-3.9,-79.27,26.0,39,20,6.7,EC,1594999966
Port Hardy,50.7,-127.42,14.0,87,75,4.1,CA,1594999676
Ostrovnoy,68.05,39.51,15.46,48,2,3.15,RU,1594999967
Cap Malheureux,-19.98,57.61,21.11,73,13,1.34,MU,1594999967
Tawao,4.25,117.89,25.0,94,20,1.5,MY,1594999967
Sarkand,45.41,79.92,25.34,30,36,2.78,KZ,1594999967
Burgeo,47.62,-57.62,18.92,56,74,3.37,CA,1594999967
Sterling,39.01,-77.43,31.11,66,75,1.5,US,1594999776
Mazagão,-0.12,-51.29,32.0,62,75,3.6,BR,1594999967
Muş Province,39.0,41.75,25.54,25,37,1.69,TR,1594999954
Geraldton,-28.77,114.6,10.0,87,75,3.1,AU,1594999846
Boa Vista,2.82,-60.67,29.0,66,75,1.5,BR,1594999742
Daru,-9.08,143.21,24.2,84,98,6.45,PG,1594999967
Andenes,69.31,16.12,14.0,93,75,3.6,NO,1594999829
Kuril'sk,45.23,147.88,12.05,90,12,2.52,RU,1594999967
Cacimba de Dentro,-6.64,-35.79,27.26,58,21,7.63,BR,1594999968
Yulara,-25.24,130.99,7.0,33,0,1.5,AU,1594999968
Batemans Bay,-35.72,150.18,6.67,83,5,2.11,AU,1594999968
Mbandaka,0.05,18.26,24.39,88,97,1.05,CD,1594999968
San Policarpo,12.18,125.51,28.21,75,97,2.67,PH,1594999968
Inuvik,68.35,-133.72,12.0,76,75,3.6,CA,1594999968
Morehead,37.27,-87.18,29.0,83,75,1.5,US,1594999968
Xalpatlahuac,17.47,-98.62,21.46,69,5,1.84,MX,1594999968
St. George's,12.06,-61.75,30.0,74,40,8.7,GD,1594999968
Laas,46.62,10.7,17.0,55,40,3.6,IT,1594999969
Plouzané,48.38,-4.62,21.0,72,75,4.1,FR,1594999969
Gushikawa,26.35,127.87,27.0,88,90,1.5,JP,1594999969
Samokov,42.33,23.55,23.33,63,33,1.03,BG,1594999969
Guerrero Negro,27.98,-114.06,23.53,62,0,5.44,MX,1594999969
Antofagasta,-23.65,-70.4,14.0,76,75,3.6,CL,1594999740
Kastamonu Province,41.5,33.67,19.54,64,48,3.69,TR,1594999969
Nanortalik,60.14,-45.24,9.66,52,0,5.49,GL,1594999969
Aksarka,66.56,67.8,14.7,70,99,4.24,RU,1594999969
Meulaboh,4.14,96.13,23.69,92,100,3.48,ID,1594999969
Eggenfelden,48.41,12.76,20.56,72,47,3.42,DE,1594999970
Jalingo,8.88,11.37,27.44,74,99,2.75,NG,1594999970
Forsytheganj,52.63,29.73,22.23,68,12,2.12,BY,1594999970
Sai Buri,6.7,101.62,27.0,88,20,1.02,TH,1594999970
